,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
4104,35654131,SNAP!,1,226,42394,The Power,Anthems 90s 2 - Ministry of Sound,3378119,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl'}, 'name': 'Power is Power (feat. The Weeknd & Travis Scott)', 'uri': 'spotify:track:4cbdPT6uaBOgOQe3fLMofl'}",True
4105,35659284,Musica Romantica Ensemble,25,221,1017980,Música Romántica de Piano,"El Día de la Mujer - Música Romántica de Piano para Cena Romántica en el Día Internacional de la Mujer el 8 de Marzo, la Mejor Música y Canciones Románticas para la Mujer",3378594,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1lekr1iBELbpQF4KNSlx7N'}, 'name': 'Música de Jazz', 'uri': 'spotify:track:1lekr1iBELbpQF4KNSlx7N'}",True
4106,35659508,Sleep Music Lullabies,11,1165,1382489,Relaxation Music Dreams,"Sleep Aid - Ultimate Sleep Music Relaxation, Sleep Easy With Dr. Waheguru Ambient Nature Sounds, Lullaby Music Interludes &amp; Meditation 432hz Music Melody",3378605,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5U9VGxpuIuZdIKRx0ukXBh'}, 'name': 'When Dreams Come True', 'uri': 'spotify:track:5U9VGxpuIuZdIKRx0ukXBh'}",True
4107,35659713,Chronixx,1,241,1189065,Alpha &amp; Omega,Dread &amp; Terrible,3378626,,True
4108,35664265,Oh Honey,2,199,2211567,Be Okay,With Love EP,3379062,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2SGaKM9YuBID0wgDD4VbPx'}, 'name': 'I Will Be Okay', 'uri': 'spotify:track:2SGaKM9YuBID0wgDD4VbPx'}",True
4109,35666785,Jackson Browne,5,287,4037,These Days,The Very Best Of Jackson Browne,3379302,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5tsI3xxDHDgzHhn30LTQNz'}, 'name': 'These Days', 'uri': 'spotify:track:5tsI3xxDHDgzHhn30LTQNz'}",True
4110,35671255,Unbelievable Ringtones,5,30,2211889,How I Met Your Mother,Top 40 Soundtracks of All Time,3379725,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5ZPrVpie8zLKsdfI6b37fN'}, 'name': ""Nothin' Suits Me Like a Suit"", 'uri': 'spotify:track:5ZPrVpie8zLKsdfI6b37fN'}",True
4111,35671491,Simply Red,2,249,4081,Stars,The Greatest Hits,3379754,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s'}, 'name': 'All The Stars (with SZA)', 'uri': 'spotify:track:3GCdLUSnKSMJhs4Tj6CV3s'}",True
4112,35690603,The Midnight Blue Band,8,243,2213242,Right Here Waiting (Wherever You Go Whatever You Do),The Most Romantic Songs &amp; Power Ballads in English. Cute Love Songs for a Magical Music Night 80's 90's,3382155,,True
4113,35737735,Prozac,3,484,577251,Prozac,Black Sheep,3389350,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3ZUDurZYUxAj0nKfuf6YX4'}, 'name': 'Prozac', 'uri': 'spotify:track:3ZUDurZYUxAj0nKfuf6YX4'}",True
4114,35800886,Cristian Castro,13,267,61828,Lloran las Rosas (Primera Fila - Live Version),Cristian Castro en Primera Fila - Día 2,3396492,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1O9chSxpMtkiuYavK7SJBm'}, 'name': 'Lloran las Rosas (feat. Jorge Celedon & Jimmy Zambrano) - Primera Fila - Live Version', 'uri': 'spotify:track:1O9chSxpMtkiuYavK7SJBm'}",True
4115,35809789,Yusef Lateef,1403,276,4356,Othelia (Remastered),Atlantic Jazz Legends,3398156,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6arNWb0Twkjl3ktLcOmMIu'}, 'name': 'Othelia - Remastered', 'uri': 'spotify:track:6arNWb0Twkjl3ktLcOmMIu'}",True
4116,35820443,Black Sabbath,3,269,15920,Planet Caravan,Paranoid,3398889,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2VDg6h3Qr3F8UuFVInQxE6'}, 'name': 'Planet Caravan - 2013 Remaster', 'uri': 'spotify:track:2VDg6h3Qr3F8UuFVInQxE6'}",True
4117,35869024,Armin van Buuren,18,4504,8685,A State Of Trance 2014,A State Of Trance 2014,3403609,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2Du7ss8QzxwOQFsHXIKzkr'}, 'name': 'Exploration Of Space', 'uri': 'spotify:track:2Du7ss8QzxwOQFsHXIKzkr'}",True
4118,35887279,Shankar Ehsaan Loy,5,347,131238,Tumhi Dekho Naa (From &quot;Kabhi Alvida Naa Kehna&quot;),#Love Stories Sung by Sonu Nigam,3405168,,True
4119,35892859,The Original Movies Orchestra,1,105,159977,Game of Thrones (Opening Title) [From the TV Series &quot;Game of Thrones&quot;],"Best of Movie Soundtracks, Vol. 1 (25 Top Famous Film Soundtracks and Themes)",3405807,,True
4120,35892870,The Original Movies Orchestra,7,177,159977,Braveheart (Main Title) [From &quot;Braveheart&quot;],"Best of Movie Soundtracks, Vol. 1 (25 Top Famous Film Soundtracks and Themes)",3405807,,True
4121,35912992,Alhaj Mohideen Beg,11,198,2222533,Pem Sihine,Sinahaven Ho,3408156,"{'external_urls': {'spotify': 'https://open.spotify.com/track/77HlQL6iaAmCM3QmqYR4Kc'}, 'name': 'Pem Sihine', 'uri': 'spotify:track:77HlQL6iaAmCM3QmqYR4Kc'}",True
4122,35948902,Alberto Gomez,4,145,178259,La Serenata de Ayer,Hits by Alberto Gomez,3411290,"{'external_urls': {'spotify': 'https://open.spotify.com/track/04DBZ95Ym2waFWoxSOJ2At'}, 'name': 'La Serenata de Ayer', 'uri': 'spotify:track:04DBZ95Ym2waFWoxSOJ2At'}",True
4123,35958207,David Guetta,1,171,15219,Bad (feat. Vassy) [Radio Edit],Bad (feat. Vassy),3411857,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6PtXobrqImYfnpIxNsJApa'}, 'name': 'Bad (feat. Vassy) - Radio Edit', 'uri': 'spotify:track:6PtXobrqImYfnpIxNsJApa'}",True
4124,35965414,Blob,1,233,496329,Happy (Originally Performed by Pharell),Despicable Hits,3412272,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0CgGhmIEs7LJD0bEw2FBaD'}, 'name': 'Happy ( Instrumental Karaoke Version ) [Originally Performed By Pharell Williams ] - House Cover 130bpm', 'uri': 'spotify:track:0CgGhmIEs7LJD0bEw2FBaD'}",True
4125,35969437,Rita Ora ,1,203,1253941,I Will Never Let You Down,I Will Never Let You Down,3412625,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2ia7iiEtpiOL2ZVuWxBZGB'}, 'name': 'I Will Never Let You Down', 'uri': 'spotify:track:2ia7iiEtpiOL2ZVuWxBZGB'}",True
4126,35971629,Grandma Sparrow,14,303,2224853,"Alew's Dream: A True Piddlean Adventure: a) Dream, Dream Away b) Oh, what a day we hath braught us! c) Lost Inside the Nothing Messages d) Peel the Showers (Awaken!)",Grandma Sparrow &amp; His Piddletractor Orchestra,3412789,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Kw2GUHhYH73koMYipvwQx'}, 'name': ""Alew's Dream: A True Piddlean Adventure: A) Dream, Dream Away B) Oh, What A Day We Hath Braught Us! C) Lost Inside The Nothing Messages D) Peel The Showers (Awaken!)"", 'uri': 'spotify:track:5Kw2GUHhYH73koMYipvwQx'}",True
4127,35972637,Mega Tracks Karaoke,1,265,2157294,I Wanna Be There (Originally Performed by Blessid Union of Souls) [Vocal Version],I Wanna Be There (Originally Performed by Blessid Union of Souls) [Karaoke Version],3412890,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3ILDQ9U2SpfstHUHBl83Ca'}, 'name': 'I Wanna Be There (Originally Performed by Blessid Union of Souls) [Vocal Version]', 'uri': 'spotify:track:3ILDQ9U2SpfstHUHBl83Ca'}",True
4128,35977223,Abba,5,273,1475,Lay All Your Love On Me,Abba Gold Anniversary Edition,3413539,"{'external_urls': {'spotify': 'https://open.spotify.com/track/74wySERHHxB8Ul9A0CNBla'}, 'name': ""Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack"", 'uri': 'spotify:track:74wySERHHxB8Ul9A0CNBla'}",True
4129,35988725,Inna,1,198,143513,Cola Song (feat. J Balvin),Cola Song (feat. J Balvin),3414823,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2ZAOEPkOeZTGsjGHWyCThc'}, 'name': 'Cola Song (feat. J Balvin)', 'uri': 'spotify:track:2ZAOEPkOeZTGsjGHWyCThc'}",True
4130,35991331,Pharrell Williams,1,233,1389406,Happy (From Despicable Me 2),Now That's What I Call Music! 87,3415084,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg'}, 'name': 'Happy - From ""Despicable Me 2""', 'uri': 'spotify:track:5b88tNINg4Q4nrRbrCXUmg'}",True
4131,36002131,Pianissimo Brothers,14,191,1257488,Edelweiss,40 Beautiful Instrumental Hymns and Christian Songs for Peaceful Easter Sunday Worship,3416233,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1XTz8npaJxxzKW8JG4s5iC'}, 'name': 'Edelweiss', 'uri': 'spotify:track:1XTz8npaJxxzKW8JG4s5iC'}",True
4132,36004794,"Early morning, April 4",12,276,2226070,All I Want Is You,Sweetest Thing,3416463,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV'}, 'name': 'Sure Thing', 'uri': 'spotify:track:0JXXNGljqupsJaZsgSbMZV'}",True
4133,36014006,Joey Holiday,4,218,1207611,My Little Country Girl's Into Rock-N-Roll,My Little Country Girl's Into Rock-N-Roll,3417367,,True
4134,36027676,Aarzemnieki,204,182,2224033,Cake To Bake,Eurovision Song Contest 2014 Copenhagen,3418922,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2cWNekVS90X1lKUfFcNBc8'}, 'name': 'The Way To Bake (A Delicious Cake)', 'uri': 'spotify:track:2cWNekVS90X1lKUfFcNBc8'}",True
4135,36031477,Kiesza,1,252,1113663,Hideaway,Hideaway,3419259,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6IoQuFTjNbpl6572b9GryH'}, 'name': 'Hideaway - from ""Wonder Park""', 'uri': 'spotify:track:6IoQuFTjNbpl6572b9GryH'}",True
4136,36032771,Black Sabbath,12,346,15920,Sabbath Bloody Sabbath,Greatest Hits,3419451,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2bku1YWarHpKlxVC2FB9dH'}, 'name': 'Sabbath Bloody Sabbath - Remastered Version', 'uri': 'spotify:track:2bku1YWarHpKlxVC2FB9dH'}",True
4137,36048250,Dispatch,1,215,43847,Circles Around the Sun,Circles Around the Sun,3421165,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0l47ZhSBfu9MeKAmBXLq1y'}, 'name': ""Saturday's Children (feat. Neal Casal)"", 'uri': 'spotify:track:0l47ZhSBfu9MeKAmBXLq1y'}",True
4138,36052582,Arijit Singh,1,298,1376203,Tu Hi Hai Aashiqui (From &quot;Dishkiyaoon&quot;),Tu Hi Hai Aashiqui,3421641,,True
4139,36085618,Jean-Michel Jarre,2,301,511367,"Equinoxe, Pt. 2",Equinoxe,3424873,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4tyOqBrBcQkVWuTdn4agZ1'}, 'name': 'Equinoxe, Pt. 2', 'uri': 'spotify:track:4tyOqBrBcQkVWuTdn4agZ1'}",True
4140,36103089,Wren Baroque Soloists,3,164,2216826,O let me at thy footstoole fall,Martin Peerson: Classic Hymn &amp; Christian Song,3426362,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0Lyu3ojDZEHLuHTSNLkslT'}, 'name': 'O let me at thy footstoole fall: O Let Me at Thy Footstoole Fall', 'uri': 'spotify:track:0Lyu3ojDZEHLuHTSNLkslT'}",True
4141,36112475,Various Artists,1,277,209,Ikaw Lamang (Teleserye Version),Ikaw Lamang (The Official Soundtrack),3427274,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7MhH2hjEyyFT10mu3SEHAv'}, 'name': 'Ikaw Lamang - Teleserye Version', 'uri': 'spotify:track:7MhH2hjEyyFT10mu3SEHAv'}",True
4142,36132672,Mick James,9,200,1168011,Die Mother Fucker Die!,Mick James Is Dead (Original Motion Picture Soundtrack),3429691,"{'external_urls': {'spotify': 'https://open.spotify.com/track/6yKkDXi8qHIX5esyhOGEjX'}, 'name': 'Die Mother Fucker Die - Live', 'uri': 'spotify:track:6yKkDXi8qHIX5esyhOGEjX'}",True
4143,36137702,Jason Derulo,12,193,347171,Wiggle (feat. Snoop Dogg),Tattoos [Special Edition],3430138,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2sLwPnIP3CUVmIuHranJZU'}, 'name': 'Wiggle (feat. Snoop Dogg)', 'uri': 'spotify:track:2sLwPnIP3CUVmIuHranJZU'}",True
4144,36148591,Iggy Azalea / Rita Ora,10,209,2233075,Black Widow,The New Classic,3431791,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7pNC5ZIKtwUK0ReSpM3P9f'}, 'name': 'Black Widow', 'uri': 'spotify:track:7pNC5ZIKtwUK0ReSpM3P9f'}",True
4145,36151633,I'm Wild,3,292,2233294,Happy (Remix - Instrumental),Happy (Pharrell Williams Cover),3432080,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0VXxE4l9BBp8SgcsooXcBj'}, 'name': 'Happy Days - Gaetan Durand & Val Entin Instrumental Remix', 'uri': 'spotify:track:0VXxE4l9BBp8SgcsooXcBj'}",True
4146,36153844,Bruce Springsteen,2,167,15122,Mary Mary,American Beauty,3432396,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3dmqIB2Qxe2XZobw9gXxJ6'}, 'name': ""Mary Jane's Last Dance"", 'uri': 'spotify:track:3dmqIB2Qxe2XZobw9gXxJ6'}",True
4147,36167860,Michael Marc,2,292,2148112,Knockin' On Heaven's Door (Bob Dylan / Guns n Roses - Instrumental),"Popular Romantic Hits on Spanish Acoustic Guitar, Vol. 2",3434512,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3lXRYfANlyQAEkPhTKWcgQ'}, 'name': ""Knockin' On Heaven's Door (Bob Dylan / Guns n Roses - Instrumental)"", 'uri': 'spotify:track:3lXRYfANlyQAEkPhTKWcgQ'}",True
4148,36171715,fun.,11,249,445777,We Are Young,NOW That's What I Call 21st Century,3434918,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7a86XRg84qjasly9f6bPSD'}, 'name': 'We Are Young (feat. Janelle Monáe)', 'uri': 'spotify:track:7a86XRg84qjasly9f6bPSD'}",True
4149,36181112,Rock (of Heltah Skeltah),4,231,467148,I Am Rock,"EA Soundtrax, Vol. 2",3435586,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0byOqNZN9ailhoORv5Ps0Z'}, 'name': 'I Am a Rock', 'uri': 'spotify:track:0byOqNZN9ailhoORv5Ps0Z'}",True
4150,36183746,Mohd Rafi,5,491,69275,Tum Jo Mil Gaye Ho,Hanste Zakhm (Original Motion Picture Soundtrack),3435876,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2fUpfW6NKGbpVO4oSgpX38'}, 'name': 'Tum Jo Mil Gaye Ho (From ""Hanste Zakhm"")', 'uri': 'spotify:track:2fUpfW6NKGbpVO4oSgpX38'}",True
4151,36198228,Piano Squall,10,117,116543,Bratja,GAME,3437840,"{'external_urls': {'spotify': 'https://open.spotify.com/track/47KfaC4HQGNciZHufe3whq'}, 'name': 'Bratja - Fullmetal Alchemist (Violin and Piano)', 'uri': 'spotify:track:47KfaC4HQGNciZHufe3whq'}",True
4152,36204678,Roy Eldridge,16,174,18554,King Of The Bongo Bong,The Arcadia Ballroom New York Presents Roy Eldridge,3438757,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0Dk87nF5h8DPvP9jzV3UL8'}, 'name': 'King Of The Bongo Bong', 'uri': 'spotify:track:0Dk87nF5h8DPvP9jzV3UL8'}",True
4153,36205897,Blob,1,233,496329,Happy (Originally Performed by Pharell),Happy Elvis,3438817,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0CgGhmIEs7LJD0bEw2FBaD'}, 'name': 'Happy ( Instrumental Karaoke Version ) [Originally Performed By Pharell Williams ] - House Cover 130bpm', 'uri': 'spotify:track:0CgGhmIEs7LJD0bEw2FBaD'}",True
4154,36226767,TMC Movie Tunez,6,165,2155322,Gonna Fly Now (Theme from Rocky) [From &quot;Rocky&quot;],Best Songs from 70s Movies,3440478,,True
4155,36232228,%u0427%u0430%u0439%u0444,14,189,1891706,%u0420%u043E%u043A-%u043D-%u0440%u043E%u043B%u043B %u044D%u0442%u043E%u0439 %u043D%u043E%u0447%u0438,%u0427%u0410%u0419%u0424. 25 %u043B%u0435%u0442 %u0432%u044B%u0434%u0435%u0440%u0436%u043A%u0438,3441012,,True
4156,36233828,%u0427%u0430%u0439%u0444,13,326,1891706,%u041E%u0440%u0430%u043D%u0436%u0435%u0432%u043E%u0435 %u043D%u0430%u0441%u0442%u0440%u043E%u0435%u043D%u0438%u0435,%u0418%u0437%u0443%u043C%u0440%u0443%u0434%u043D%u044B%u0435 %u0445%u0438%u0442%u044B,3441224,,True
4157,36246645,"Comah, O55",3,380,2238989,Under Pressure (Original Mix),Destroyer Of Worlds,3442796,"{'external_urls': {'spotify': 'https://open.spotify.com/track/41jw8vE4pYKdcOrq2c4Rwt'}, 'name': 'Unforgotten - Original Mix', 'uri': 'spotify:track:41jw8vE4pYKdcOrq2c4Rwt'}",True
4158,36283244,FUTURE,7,115,330892,Never Satisfied,Honest,3446762,"{'external_urls': {'spotify': 'https://open.spotify.com/track/11eVz92Nm7b2CTgA8OJVwp'}, 'name': 'Never Satisfied', 'uri': 'spotify:track:11eVz92Nm7b2CTgA8OJVwp'}",True
4159,36291403,Zafar Iqbal,1,359,352021,Dil De Diya Hai,Dil De Diya Hai,3447772,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2zT6KfK583MkcLIHLBO8De'}, 'name': 'Dil De Diya Hai', 'uri': 'spotify:track:2zT6KfK583MkcLIHLBO8De'}",True
4160,36291408,Zafar Iqbal,4,396,352021,Tu Pyar Hai Kisi Aur Ka,Dil De Diya Hai,3447772,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5jib3JBR209gQizgISFbrH'}, 'name': 'Tu Pyar Hai Kisi Aur Ka', 'uri': 'spotify:track:5jib3JBR209gQizgISFbrH'}",True
4161,36292097,Darom Dabro,5,160,2241799,%u0427%u0443%u0434%u043D%u0430%u044F %u0434%u043E%u043B%u0438%u043D%u0430,%u0416%u0438%u0437%u043D%u044C %u043C%u0435%u0436%u0434%u0443 %u0441%u0442%u0440%u043E%u043A,3447862,,True
4162,36297380,Kidzone,9,56,575625,Happy Birthday - Indian Music Style,Happy Birthday,3448325,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1rEIuJbIOo9zoVWtrMWrlR'}, 'name': 'Happy Birthday - Indian Music Style', 'uri': 'spotify:track:1rEIuJbIOo9zoVWtrMWrlR'}",True
4163,36297590,"Kill Paris featuring Marty Rod, Alma",3,198,2242060,Falling In Love Again,Foreplay,3448365,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2M0IWOmIi079R1MaPVlOW3'}, 'name': 'Falling in Love Again', 'uri': 'spotify:track:2M0IWOmIi079R1MaPVlOW3'}",True
4164,36324944,Manga,4,283,142026,Hint Kuma%u015F%u0131,I%u015F%u0131klar%u0131 Söndürseler Bile,3450985,,True
4165,36352928,STRATOVARIUS,8,326,84662,Paradise,Under Flaming Winter Skies - Live in Tampere,3453974,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN'}, 'name': 'Sanguine Paradise', 'uri': 'spotify:track:3XiNC94b4Tq1xwv70sQJGN'}",True
4166,36360854,Pitbull,1,222,11439,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song],"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",3454802,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1PCvKFPWnTXAe2oaReVUcr'}, 'name': 'We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Cláudia Leitte)', 'uri': 'spotify:track:1PCvKFPWnTXAe2oaReVUcr'}",True
4167,36360861,Shakira,8,197,21239,La La La (Brazil 2014),"The 2014 FIFA World Cup Official Album: One Love, One Rhythm",3454802,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2A17TySL9lcoRTA28w9yfB'}, 'name': 'La La La (Brazil 2014) (feat. Carlinhos Brown)', 'uri': 'spotify:track:2A17TySL9lcoRTA28w9yfB'}",True
4168,36361414,Sanam,1,217,2245239,Main Hoon,Main Hoon,3454837,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4ZTx87kAgEwlPMzoojFZWg'}, 'name': 'Tera Yaar Hoon Main', 'uri': 'spotify:track:4ZTx87kAgEwlPMzoojFZWg'}",True
4169,36389399,Fitz And The Tantrums,3,233,818755,The Walker,More Than Just A Dream,3457625,"{'external_urls': {'spotify': 'https://open.spotify.com/track/4i03jcO0O06RWfddcDlQoO'}, 'name': 'Mysteries of the World', 'uri': 'spotify:track:4i03jcO0O06RWfddcDlQoO'}",True
4170,36390559,Ricardo Arjona,1,231,127900,Lo Poco Que Tengo,Viaje,3457741,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0VCUSLQqfdEBTqlKxVh0zs'}, 'name': 'Lo Poco Que Tengo', 'uri': 'spotify:track:0VCUSLQqfdEBTqlKxVh0zs'}",True
4171,36390574,Ricardo Arjona,8,235,127900,Tu Fantasma,Viaje,3457741,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7pcVcKjlzAuEk9kHLlMcWw'}, 'name': 'Tu Fantasma', 'uri': 'spotify:track:7pcVcKjlzAuEk9kHLlMcWw'}",True
4172,36397639,Tiësto / Matthew Koma,1,188,2242307,Wasted,Wasted,3458375,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe'}, 'name': 'Wasted (feat. Lil Uzi Vert)', 'uri': 'spotify:track:1a7WZZZH7LzyvorhpOJFTe'}",True
4173,36414375,American Authors,1,293,1527128,Best Day Of My Life,Best Day Of My Life,3459906,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP'}, 'name': 'Best Day Of My Life', 'uri': 'spotify:track:5Hroj5K7vLpIG4FNCRIjbP'}",True
4174,36414569,Enrique Iglesias / Descemer Bueno / Gente De Zona / Sean Paul,1,242,2248094,Bailando,Bailando,3459940,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz'}, 'name': 'Síguelo Bailando', 'uri': 'spotify:track:5Y9fnynLlIvqtM710MHzfz'}",True
4175,36422206,Saint Gurmeet Ram Rahim Singh Ji Insan,2,404,1377018,Tu Chahiye (Tapori),Highway Love Charger,3460693,,True
4176,36430078,Rajesh Mishra (Mishra Bandhu) &amp; Kamlesh Mishra,16,419,2249175,Ranga Barse Yahan Gyan (From &quot;Mahaveer Darshan - Stavan Bhavana&quot;),"Mahaveer Darshan (Bhajans, Mantras &amp; Aartis)",3461856,,True
4177,36444374,Becky G,1,205,1887887,Shower,Shower,3463160,"{'external_urls': {'spotify': 'https://open.spotify.com/track/3DmW6y7wTEYHJZlLo1r6XJ'}, 'name': 'Shower', 'uri': 'spotify:track:3DmW6y7wTEYHJZlLo1r6XJ'}",True
4178,36468973,"Tar%u0131k Gamert, Çi%u011Fdem Kaplang%u0131, O%u011Fuz Kaplang%u0131",11,110,2250542,Recep %u0130vedik Tema Müzi%u011Fi,Recep %u0130vedik,3465168,,True
4179,36474092,Ajda Pekkan,315,167,125937,Kim Ne Derse Desin,Ajda Pekkan Koleksiyon,3465501,"{'external_urls': {'spotify': 'https://open.spotify.com/track/56g62QRl9wNTJRn5idyMsp'}, 'name': 'Kim Ne Derse Desin', 'uri': 'spotify:track:56g62QRl9wNTJRn5idyMsp'}",True
4180,36474189,Andy Mineo,11,273,1317740,Uno Uno Seis,Heroes for Sale,3465510,"{'external_urls': {'spotify': 'https://open.spotify.com/track/7HDpgbWMVzI8bEbdldw3cs'}, 'name': 'One Way (feat. T-Pain) - Bonus', 'uri': 'spotify:track:7HDpgbWMVzI8bEbdldw3cs'}",True
4181,36474196,Andy Mineo,16,238,1317740,Death Has Died,Heroes for Sale,3465510,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5IwWsntCgtSiSvkz0ewDZk'}, 'name': 'Death Has Died', 'uri': 'spotify:track:5IwWsntCgtSiSvkz0ewDZk'}",True
4182,36516021,"SD, -SD-",3,381,2252581,Detour (Hippy Cat Remix),Nail or Screw,3468776,"{'external_urls': {'spotify': 'https://open.spotify.com/track/2tsV3nL5EhwDFi0V8OORD7'}, 'name': 'Detour - Hippy Cat Remix', 'uri': 'spotify:track:2tsV3nL5EhwDFi0V8OORD7'}",True
4183,36520640,REM,14,181,590,Swan Swan H,Unplugged 1991/2001: The Complete Sessions,3469066,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0mqOrDj9tgRRv3Kb3FRHnI'}, 'name': 'Swan Swan H', 'uri': 'spotify:track:0mqOrDj9tgRRv3Kb3FRHnI'}",True
4184,36539073,Sam Smith,1,173,250807,Stay With Me,Stay With Me,3470287,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt'}, 'name': 'Stay With Me', 'uri': 'spotify:track:5Nm9ERjJZ5oyfXZTECKmRt'}",True
4185,36551604,Sam Smith,2,201,250807,Good Thing,In The Lonely Hour,3470878,"{'external_urls': {'spotify': 'https://open.spotify.com/track/1Omt5bfz1tZUCqd26HxbS0'}, 'name': 'Beyond', 'uri': 'spotify:track:1Omt5bfz1tZUCqd26HxbS0'}",True
4186,36551605,Sam Smith,3,173,250807,Stay With Me,In The Lonely Hour,3470878,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5Nm9ERjJZ5oyfXZTECKmRt'}, 'name': 'Stay With Me', 'uri': 'spotify:track:5Nm9ERjJZ5oyfXZTECKmRt'}",True
4187,36554704,Kekilli,2,321,2456425,Bu Ak%u015Fam Ölürüm,Bu Ak%u015Fam Ölürüm,3470927,,True
4188,36560116,Debojit,27,282,1292578,Oh Humdum Suniyo Re Film Sathiya 2002 (Original),G Volume 16 Genext Hot Remixes,3471106,,True
4189,36578768,Justice Crew,1,211,796760,Que Sera,Que Sera,3472644,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0lnfcWRREvnGtXPP2ZDeq7'}, 'name': 'Que Sera', 'uri': 'spotify:track:0lnfcWRREvnGtXPP2ZDeq7'}",True
4190,36587685,Sean Isaac,1,223,1917380,Let's Get Physical,Versatile,3473527,"{'external_urls': {'spotify': 'https://open.spotify.com/track/5fl07pOw97M1oF9Yhtw52p'}, 'name': ""Let's Get Physical (Sara Love Version)"", 'uri': 'spotify:track:5fl07pOw97M1oF9Yhtw52p'}",True
4191,36595943,Power Music Workout,2,239,642227,Sexy Back (Power Remix),A Tribute to Bruno Mars vs. Justin Timberlake Workout Mix (60  Min Non-Stop Workout Mix (128-135 BPM),3474364,"{'external_urls': {'spotify': 'https://open.spotify.com/track/0DhrDoZHw6c8jd3PQlN0AI'}, 'name': 'Back To Me - Rhythm Rockerz Remix', 'uri': 'spotify:track:0DhrDoZHw6c8jd3PQlN0AI'}",True
4192,36596253,The Professional DJ,3,213,1172325,"Madona, Madona (Retro Disco) [feat. Philippe Lagrange]",French Mix,3474389,,True
