,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
516,668811,Thousand Foot Krutch,1,179,23131,Phenomenon,Phenomenon,64385,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6GfiCQDFYANz5wUkSmb3Dr'}, 'href': 'https://api.spotify.com/v1/artists/6GfiCQDFYANz5wUkSmb3Dr', 'id': '6GfiCQDFYANz5wUkSmb3Dr', 'name': 'Thousand Foot Krutch', 'type': 'artist', 'uri': 'spotify:artist:6GfiCQDFYANz5wUkSmb3Dr'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3b6uenXXbpCRxXyzFzWi3J'}, 'name': 'Phenomenon', 'uri': 'spotify:track:3b6uenXXbpCRxXyzFzWi3J', 'genre': ['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']}",True
517,668904,Paul Oakley,209,377,49847,Be Lifted Up,Here I Am To Worship - Vol. 1,64391,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/26T4yOaOoFJvUvxR87Y9HO'}, 'href': 'https://api.spotify.com/v1/artists/26T4yOaOoFJvUvxR87Y9HO', 'id': '26T4yOaOoFJvUvxR87Y9HO', 'name': 'Bethel Music', 'type': 'artist', 'uri': 'spotify:artist:26T4yOaOoFJvUvxR87Y9HO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2cB6hX2LI14KUTAevpaYn2'}, 'href': 'https://api.spotify.com/v1/artists/2cB6hX2LI14KUTAevpaYn2', 'id': '2cB6hX2LI14KUTAevpaYn2', 'name': 'Josh Baldwin', 'type': 'artist', 'uri': 'spotify:artist:2cB6hX2LI14KUTAevpaYn2'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1yBgQvfWx2uEgUq7La0yoQ'}, 'name': 'Praises (Be Lifted Up) [Live]', 'uri': 'spotify:track:1yBgQvfWx2uEgUq7La0yoQ', 'genre': ['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']}",True
518,669837,Avalon,6,453,10555,Can't Live A Day (DJ Tiesto Mix),O2,64469,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4rulVipLmUL2Mg67SIUmCO'}, 'href': 'https://api.spotify.com/v1/artists/4rulVipLmUL2Mg67SIUmCO', 'id': '4rulVipLmUL2Mg67SIUmCO', 'name': 'Avalon', 'type': 'artist', 'uri': 'spotify:artist:4rulVipLmUL2Mg67SIUmCO'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2o5jDhtHVPhrJdv3cEQ99Z'}, 'href': 'https://api.spotify.com/v1/artists/2o5jDhtHVPhrJdv3cEQ99Z', 'id': '2o5jDhtHVPhrJdv3cEQ99Z', 'name': 'Tiësto', 'type': 'artist', 'uri': 'spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6L6uq2HozaoISBTqUbWbHk'}, 'name': ""Can't Live A Day - DJ Tiesto Mix"", 'uri': 'spotify:track:6L6uq2HozaoISBTqUbWbHk', 'genre': ['ccm', 'christian alternative rock', 'christian music', 'louvor', 'worship']}",True
519,684681,Pantera,1,246,4180,Cowboys From Hell,Cowboys From Hell,65634,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/14pVkFUHDL207LzLHtSA18'}, 'href': 'https://api.spotify.com/v1/artists/14pVkFUHDL207LzLHtSA18', 'id': '14pVkFUHDL207LzLHtSA18', 'name': 'Pantera', 'type': 'artist', 'uri': 'spotify:artist:14pVkFUHDL207LzLHtSA18'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2SgbR6ttzoNlCRGQOKjrop'}, 'name': 'Cowboys from Hell', 'uri': 'spotify:track:2SgbR6ttzoNlCRGQOKjrop', 'genre': ['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'wrestling']}",True
520,685371,Deftones,1,246,11422,Bored,Adrenaline,65695,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR'}, 'href': 'https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR', 'id': '66CXWjxzNUsdJxJ2JdwvnR', 'name': 'Ariana Grande', 'type': 'artist', 'uri': 'spotify:artist:66CXWjxzNUsdJxJ2JdwvnR'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS'}, 'name': ""break up with your girlfriend, i'm bored"", 'uri': 'spotify:track:4kV4N9D1iKVxx1KLvtTpjS', 'genre': ['dance pop', 'pop', 'post-teen pop']}",True
521,685446,Regina Spektor,9,202,14586,Ghost Of Corporate Future,Soviet Kitsch,65700,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3z6Gk257P9jNcZbBXJNX5i'}, 'href': 'https://api.spotify.com/v1/artists/3z6Gk257P9jNcZbBXJNX5i', 'id': '3z6Gk257P9jNcZbBXJNX5i', 'name': 'Regina Spektor', 'type': 'artist', 'uri': 'spotify:artist:3z6Gk257P9jNcZbBXJNX5i'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0vKJflSON3fgb7kNr6vSaH'}, 'name': 'Ghost of Corporate Future', 'uri': 'spotify:track:0vKJflSON3fgb7kNr6vSaH', 'genre': ['acoustic pop', 'chamber pop', 'folk-pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']}",True
522,700234,Michael Kleitman,1,188,51906,Stand Up For The Champion! - Michael Schumacher (Single),Stand Up For The Champion! - Michael Schumacher (Single),67073,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/66HncDHhVPbYyAY8T6V1hj'}, 'href': 'https://api.spotify.com/v1/artists/66HncDHhVPbYyAY8T6V1hj', 'id': '66HncDHhVPbYyAY8T6V1hj', 'name': 'Michael Kleitman', 'type': 'artist', 'uri': 'spotify:artist:66HncDHhVPbYyAY8T6V1hj'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/38dd0MbAidyrI4cTDHPYjG'}, 'name': 'Stand Up For The Champion! - Michael Schumacher (Single)', 'uri': 'spotify:track:38dd0MbAidyrI4cTDHPYjG', 'genre': []}",True
523,705089,Akon,5,274,1573,Cross That Line,Port Of Miami,67520,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1sBkRIssrMs1AbVkOJbc7a'}, 'href': 'https://api.spotify.com/v1/artists/1sBkRIssrMs1AbVkOJbc7a', 'id': '1sBkRIssrMs1AbVkOJbc7a', 'name': 'Rick Ross', 'type': 'artist', 'uri': 'spotify:artist:1sBkRIssrMs1AbVkOJbc7a'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0z4gvV4rjIZ9wHck67ucSV'}, 'href': 'https://api.spotify.com/v1/artists/0z4gvV4rjIZ9wHck67ucSV', 'id': '0z4gvV4rjIZ9wHck67ucSV', 'name': 'Akon', 'type': 'artist', 'uri': 'spotify:artist:0z4gvV4rjIZ9wHck67ucSV'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0nknOqXnaKndx2OWkhZKNZ'}, 'name': 'Cross That Line', 'uri': 'spotify:track:0nknOqXnaKndx2OWkhZKNZ', 'genre': ['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']}",True
524,715627,Blonde Redhead,5,255,14653,Spring And By Summer Fall,23,68454,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5isqImG0rLfAgBJSPMEVXF'}, 'href': 'https://api.spotify.com/v1/artists/5isqImG0rLfAgBJSPMEVXF', 'id': '5isqImG0rLfAgBJSPMEVXF', 'name': 'Blonde Redhead', 'type': 'artist', 'uri': 'spotify:artist:5isqImG0rLfAgBJSPMEVXF'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5EU1OWL7m5sENavoHGADQu'}, 'name': 'Spring And By Summer Fall', 'uri': 'spotify:track:5EU1OWL7m5sENavoHGADQu', 'genre': ['dream pop', 'indie rock', 'shoegaze']}",True
525,717709,Elton John,3,233,1039,Daniel,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Y7RZ31TRPVadSFVy1o8os'}, 'href': 'https://api.spotify.com/v1/artists/3Y7RZ31TRPVadSFVy1o8os', 'id': '3Y7RZ31TRPVadSFVy1o8os', 'name': 'H.E.R.', 'type': 'artist', 'uri': 'spotify:artist:3Y7RZ31TRPVadSFVy1o8os'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/20wkVLutqVOYrc0kxFs7rA'}, 'href': 'https://api.spotify.com/v1/artists/20wkVLutqVOYrc0kxFs7rA', 'id': '20wkVLutqVOYrc0kxFs7rA', 'name': 'Daniel Caesar', 'type': 'artist', 'uri': 'spotify:artist:20wkVLutqVOYrc0kxFs7rA'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig'}, 'name': 'Best Part (feat. Daniel Caesar)', 'uri': 'spotify:track:4OBZT9EnhYIV17t4pGw7ig', 'genre': ['pop', 'r&b']}",True
526,717710,Elton John,4,281,1039,Rocket Man (I Think It's Going To Be A Long Long Time),Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY'}, 'name': ""Rocket Man (I Think It's Going To Be A Long, Long Time)"", 'uri': 'spotify:track:3gdewACMIVMEWVbyb8O9sY', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
527,717712,Elton John,6,375,1039,Tiny Dancer,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO'}, 'name': 'Tiny Dancer', 'uri': 'spotify:track:2TVxnKdb3tqe1nhQWwwZCO', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
528,717716,Elton John,10,235,1039,Crocodile Rock,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6WCeFNVAXUtNczb7lqLiZU'}, 'name': 'Crocodile Rock', 'uri': 'spotify:track:6WCeFNVAXUtNczb7lqLiZU', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
529,717717,Elton John,11,181,1039,I'm Still Standing,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2'}, 'name': ""I'm Still Standing"", 'uri': 'spotify:track:1jDJFeK9x3OZboIAHsY9k2', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
530,717719,Elton John,13,240,1039,Your Song,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1'}, 'name': 'Your Song', 'uri': 'spotify:track:38zsOOcu31XbbYj9BIPUF1', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
531,717720,Elton John,14,228,1039,Sorry Seems To Be The Hardest Word,Rocket Man,68632,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4eP6oyNbAJcViaiHtPsOCh'}, 'name': 'Sorry Seems To Be The Hardest Word', 'uri': 'spotify:track:4eP6oyNbAJcViaiHtPsOCh', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
532,717774,Elton John,1,244,1039,Your Song,Elton John,68639,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PhoLpVuITZKcymswpck5b'}, 'href': 'https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b', 'id': '3PhoLpVuITZKcymswpck5b', 'name': 'Elton John', 'type': 'artist', 'uri': 'spotify:artist:3PhoLpVuITZKcymswpck5b'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/38zsOOcu31XbbYj9BIPUF1'}, 'name': 'Your Song', 'uri': 'spotify:track:38zsOOcu31XbbYj9BIPUF1', 'genre': ['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']}",True
533,719629,Mari Boine,3,245,40285,Balu badjel go vuoittan,Gula Gula,68801,,True
534,722182,Despina Vandi,2,246,45783,To Koritsaki Sou,Singles - Despina Vandi,69032,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4aJpTCLUTPTeXfn3c9r9F0'}, 'href': 'https://api.spotify.com/v1/artists/4aJpTCLUTPTeXfn3c9r9F0', 'id': '4aJpTCLUTPTeXfn3c9r9F0', 'name': 'Despina Vandi', 'type': 'artist', 'uri': 'spotify:artist:4aJpTCLUTPTeXfn3c9r9F0'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/767JAjkPP0sV4rpZTMzkHO'}, 'name': 'To Koritsaki Sou', 'uri': 'spotify:track:767JAjkPP0sV4rpZTMzkHO', 'genre': ['entehno', 'laiko']}",True
535,724681,Pepper,10,223,35927,Like Your Style (Explicit Album Version),No Shame,69302,,True
536,752194,Björk,608,286,23127,All Is Full Of Love,Family Tree,71682,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7w29UYBi0qsHi5RTcv3lmA'}, 'href': 'https://api.spotify.com/v1/artists/7w29UYBi0qsHi5RTcv3lmA', 'id': '7w29UYBi0qsHi5RTcv3lmA', 'name': 'Björk', 'type': 'artist', 'uri': 'spotify:artist:7w29UYBi0qsHi5RTcv3lmA'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3rrtbnOBDzKQfyYKTezEFe'}, 'name': 'All Is Full of Love', 'uri': 'spotify:track:3rrtbnOBDzKQfyYKTezEFe', 'genre': ['alternative dance', 'art pop', 'chamber pop', 'electronic', 'electropop', 'experimental pop', 'folk-pop', 'icelandic pop', 'metropopolis', 'permanent wave', 'pop rock', 'trip hop']}",True
537,752669,Chuck Berry,12,166,39,My Ding-A-Ling,The Best of Chuck Berry,71731,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tawCzlbH40c30eztzufSu'}, 'href': 'https://api.spotify.com/v1/artists/1tawCzlbH40c30eztzufSu', 'id': '1tawCzlbH40c30eztzufSu', 'name': 'Roy Brown', 'type': 'artist', 'uri': 'spotify:artist:1tawCzlbH40c30eztzufSu'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4a7lyYra0MdmFu2Dr3L0pf'}, 'name': 'Butcher Pete (Part 1)', 'uri': 'spotify:track:4a7lyYra0MdmFu2Dr3L0pf', 'genre': ['jump blues', 'rhythm and blues']}",True
538,753569,Phoebus Feat Despina Vandi,4,278,56410,Come Along vs  GIA (Radio Edit) - Despina Vandi,Come Along Now,71802,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0kPicknlaMeHAWBLhBJUaA'}, 'href': 'https://api.spotify.com/v1/artists/0kPicknlaMeHAWBLhBJUaA', 'id': '0kPicknlaMeHAWBLhBJUaA', 'name': 'Phoebus', 'type': 'artist', 'uri': 'spotify:artist:0kPicknlaMeHAWBLhBJUaA'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4aJpTCLUTPTeXfn3c9r9F0'}, 'href': 'https://api.spotify.com/v1/artists/4aJpTCLUTPTeXfn3c9r9F0', 'id': '4aJpTCLUTPTeXfn3c9r9F0', 'name': 'Despina Vandi', 'type': 'artist', 'uri': 'spotify:artist:4aJpTCLUTPTeXfn3c9r9F0'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5fT042L6yYrySHpmSJymbf'}, 'name': 'Come Along Now vs Gia - Radio Edit', 'uri': 'spotify:track:5fT042L6yYrySHpmSJymbf', 'genre': []}",True
539,757395,Genesis,9,252,203,Afterglow (2007 - Remaster),Wind And Wuthering,72082,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CkvROUTQ6nRi9yQOcsB50'}, 'href': 'https://api.spotify.com/v1/artists/3CkvROUTQ6nRi9yQOcsB50', 'id': '3CkvROUTQ6nRi9yQOcsB50', 'name': 'Genesis', 'type': 'artist', 'uri': 'spotify:artist:3CkvROUTQ6nRi9yQOcsB50'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1EjNNLHeciqgKxa3N7xcz1'}, 'name': 'Afterglow - 2007 Remaster', 'uri': 'spotify:track:1EjNNLHeciqgKxa3N7xcz1', 'genre': ['album rock', 'art rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']}",True
540,757412,Genesis,6,485,203,Ripples (2007 - Remaster),A Trick Of The Tail,72084,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3CkvROUTQ6nRi9yQOcsB50'}, 'href': 'https://api.spotify.com/v1/artists/3CkvROUTQ6nRi9yQOcsB50', 'id': '3CkvROUTQ6nRi9yQOcsB50', 'name': 'Genesis', 'type': 'artist', 'uri': 'spotify:artist:3CkvROUTQ6nRi9yQOcsB50'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2B0riORotkwvPE1XrOgPIF'}, 'name': 'Ripples - 2007 Remastered Version', 'uri': 'spotify:track:2B0riORotkwvPE1XrOgPIF', 'genre': ['album rock', 'art rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']}",True
541,758987,The Electric Family,3,351,49258,Royal Hunt,Royal Hunt,72201,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2CzAMm46coQpauDZj4a4ic'}, 'href': 'https://api.spotify.com/v1/artists/2CzAMm46coQpauDZj4a4ic', 'id': '2CzAMm46coQpauDZj4a4ic', 'name': 'Royal Hunt', 'type': 'artist', 'uri': 'spotify:artist:2CzAMm46coQpauDZj4a4ic'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2P3C0FxO1oxDd0myKBk6uv'}, 'name': 'So Right so Wrong', 'uri': 'spotify:track:2P3C0FxO1oxDd0myKBk6uv', 'genre': ['neo classical metal', 'power metal', 'progressive metal', 'symphonic power metal']}",True
542,771641,The Proclaimers,19,185,394,The Joyful Kilmarnock Blues,The Best Of,74786,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1A92IAcd7A6npCA33oGM5i'}, 'href': 'https://api.spotify.com/v1/artists/1A92IAcd7A6npCA33oGM5i', 'id': '1A92IAcd7A6npCA33oGM5i', 'name': 'The Proclaimers', 'type': 'artist', 'uri': 'spotify:artist:1A92IAcd7A6npCA33oGM5i'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7hP4e4UyIaS7jYBVthlrDS'}, 'name': 'The Joyful Kilmarnock Blues', 'uri': 'spotify:track:7hP4e4UyIaS7jYBVthlrDS', 'genre': ['celtic rock', 'new wave pop', 'scottish rock']}",True
543,778919,Berlin,1,264,56019,Take My Breath Away,Take My Breath Away,75297,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2aS6jYh7ysTL1ZUsHneNgM'}, 'href': 'https://api.spotify.com/v1/artists/2aS6jYh7ysTL1ZUsHneNgM', 'id': '2aS6jYh7ysTL1ZUsHneNgM', 'name': 'Berlin', 'type': 'artist', 'uri': 'spotify:artist:2aS6jYh7ysTL1ZUsHneNgM'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/15MJ5NThPjj6xhPcts8MiY'}, 'name': 'Take My Breath Away - Love Theme from ""Top Gun""', 'uri': 'spotify:track:15MJ5NThPjj6xhPcts8MiY', 'genre': ['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'synthpop']}",True
544,780633,VIA GRA (??? ???),6,248,1856320,Stop! Stop! Stop! (%u0421%u0442%u043E%u043F! %u0421%u0442%u043E%u043F! %u0421%u0442%u043E%u043F!)[Disco house mix by Y],Stop! Snyato! (%u0421%u0442%u043E%u043F! %u0421%u043D%u044F%u0442%u043E! - Stop! That's a wrap!),75453,,True
545,786853,Peaches,2,272,25110,AA XXX,The Teaches Of Peaches,75723,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1gkSl4XpHIHI4I1WQbfXOE'}, 'href': 'https://api.spotify.com/v1/artists/1gkSl4XpHIHI4I1WQbfXOE', 'id': '1gkSl4XpHIHI4I1WQbfXOE', 'name': 'Peaches', 'type': 'artist', 'uri': 'spotify:artist:1gkSl4XpHIHI4I1WQbfXOE'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3QSb74GWuyLZstoFVf9Tsc'}, 'name': 'AA XXX', 'uri': 'spotify:track:3QSb74GWuyLZstoFVf9Tsc', 'genre': ['alternative dance', 'art pop', 'dance-punk', 'electroclash', 'escape room', 'new rave']}",True
546,792967,Johnny Cash,414,196,1448,Softly And Tenderly,Unearthed,76188,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4mxWe1mtYIYfP040G38yvS'}, 'href': 'https://api.spotify.com/v1/artists/4mxWe1mtYIYfP040G38yvS', 'id': '4mxWe1mtYIYfP040G38yvS', 'name': 'Alan Jackson', 'type': 'artist', 'uri': 'spotify:artist:4mxWe1mtYIYfP040G38yvS'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/23MDSk9a0LhYbL5Xm06kBk'}, 'name': 'Softly And Tenderly', 'uri': 'spotify:track:23MDSk9a0LhYbL5Xm06kBk', 'genre': ['contemporary country', 'country', 'country road']}",True
547,793633,Kiss,312,257,298,"You're All That I Want, You're All That I Need",KISS Box Set,76204,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/07XSN3sPlIlB2L2XNcTwJw'}, 'href': 'https://api.spotify.com/v1/artists/07XSN3sPlIlB2L2XNcTwJw', 'id': '07XSN3sPlIlB2L2XNcTwJw', 'name': 'KISS', 'type': 'artist', 'uri': 'spotify:artist:07XSN3sPlIlB2L2XNcTwJw'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/25NhoY0m8fWoF5JjVqpaiQ'}, 'name': ""You're All That I Want, You're All That I Need - Demo Version"", 'uri': 'spotify:track:25NhoY0m8fWoF5JjVqpaiQ', 'genre': ['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']}",True
548,815742,Kenny Rogers,1,212,318,The Gambler,The Gambler,77730,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4tw2Lmn9tTPUv7Gy7mVPI4'}, 'href': 'https://api.spotify.com/v1/artists/4tw2Lmn9tTPUv7Gy7mVPI4', 'id': '4tw2Lmn9tTPUv7Gy7mVPI4', 'name': 'Kenny Rogers', 'type': 'artist', 'uri': 'spotify:artist:4tw2Lmn9tTPUv7Gy7mVPI4'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5KqldkCunQ2rWxruMEtGh0'}, 'name': 'The Gambler', 'uri': 'spotify:track:5KqldkCunQ2rWxruMEtGh0', 'genre': ['adult standards', 'country', 'mellow gold', 'nashville sound', 'soft rock', 'traditional country']}",True
549,828325,K.Maro,1,205,34779,Let's go,Let's Go,75754,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4IWBUUAFIplrNtaOHcJPRM'}, 'href': 'https://api.spotify.com/v1/artists/4IWBUUAFIplrNtaOHcJPRM', 'id': '4IWBUUAFIplrNtaOHcJPRM', 'name': 'James Arthur', 'type': 'artist', 'uri': 'spotify:artist:4IWBUUAFIplrNtaOHcJPRM'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh'}, 'name': ""Say You Won't Let Go"", 'uri': 'spotify:track:5uCax9HTNlzGybIStD3vDh', 'genre': ['dance pop', 'pop', 'post-teen pop', 'talent show']}",True
550,861818,Habakuk,1,258,66029,Arka Noego,A Ty Siej,81416,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5d5A0mRbXOnUOIIem2fBGF'}, 'href': 'https://api.spotify.com/v1/artists/5d5A0mRbXOnUOIIem2fBGF', 'id': '5d5A0mRbXOnUOIIem2fBGF', 'name': 'Magdalena Kuczynska', 'type': 'artist', 'uri': 'spotify:artist:5d5A0mRbXOnUOIIem2fBGF'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6RTyNM7PYf8U5vpUi8XTND'}, 'href': 'https://api.spotify.com/v1/artists/6RTyNM7PYf8U5vpUi8XTND', 'id': '6RTyNM7PYf8U5vpUi8XTND', 'name': 'Sebastian Banaszczyk', 'type': 'artist', 'uri': 'spotify:artist:6RTyNM7PYf8U5vpUi8XTND'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1xjDPmzWlkmAabWbOkKo4s'}, 'name': 'Arka Noego', 'uri': 'spotify:track:1xjDPmzWlkmAabWbOkKo4s', 'genre': []}",True
551,863103,Peter Murphy,4,320,15698,Marlene Dietrich%u2019s Favourite Poem,Deep,81614,,True
552,864400,Maroon 5,2,206,222,This Love,Songs About Jane,81735,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF'}, 'href': 'https://api.spotify.com/v1/artists/41MozSoPIsD1dJM0CLPjZF', 'id': '41MozSoPIsD1dJM0CLPjZF', 'name': 'BLACKPINK', 'type': 'artist', 'uri': 'spotify:artist:41MozSoPIsD1dJM0CLPjZF'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/18PergoIrGmRyeYxnaXJN2'}, 'name': 'Kill This Love', 'uri': 'spotify:track:18PergoIrGmRyeYxnaXJN2', 'genre': ['k-pop']}",True
