,trackid,artistname,tracknumber,duration,artistid,tracktitle,releasetitle,releaseid,spotify,spotify_ret
2317,13699930,Maldita Nerea,2,242,170100,¿No Podiamos Ser Agua?,Facil,1239095,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3heR1it0slFXjaa7E62zpw'}, 'href': 'https://api.spotify.com/v1/artists/3heR1it0slFXjaa7E62zpw', 'id': '3heR1it0slFXjaa7E62zpw', 'name': 'Maldita Nerea', 'type': 'artist', 'uri': 'spotify:artist:3heR1it0slFXjaa7E62zpw'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0bjZs2VTiGpKoMh4AETRMt'}, 'name': '¿No Podiamos Ser Agua?', 'uri': 'spotify:track:0bjZs2VTiGpKoMh4AETRMt', 'genre': ['cantautor', 'latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock', 'spanish rock']}",True
2318,13711136,Mac Lethal,7,235,118812,My Favorite Song,North Korean BBQ,1240422,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6S2OmqARrzebs0tKUEyXyp'}, 'href': 'https://api.spotify.com/v1/artists/6S2OmqARrzebs0tKUEyXyp', 'id': '6S2OmqARrzebs0tKUEyXyp', 'name': 'Demi Lovato', 'type': 'artist', 'uri': 'spotify:artist:6S2OmqARrzebs0tKUEyXyp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7gbmX8SsfjEjxDMzBi1ZOL'}, 'href': 'https://api.spotify.com/v1/artists/7gbmX8SsfjEjxDMzBi1ZOL', 'id': '7gbmX8SsfjEjxDMzBi1ZOL', 'name': 'Joe Jonas', 'type': 'artist', 'uri': 'spotify:artist:7gbmX8SsfjEjxDMzBi1ZOL'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0EvfIJmTPccLT0IM2UGC1G'}, 'name': 'You\'re My Favorite Song - From ""Camp Rock 2: The Final Jam""', 'uri': 'spotify:track:0EvfIJmTPccLT0IM2UGC1G', 'genre': ['dance pop', 'pop', 'post-teen pop', 'r&b']}",True
2319,13726789,Brad Paisley,1,314,1152,This Is Country Music,This Is Country Music,1241976,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/13YmWQJFwgZrd4bf5IjMY4'}, 'href': 'https://api.spotify.com/v1/artists/13YmWQJFwgZrd4bf5IjMY4', 'id': '13YmWQJFwgZrd4bf5IjMY4', 'name': 'Brad Paisley', 'type': 'artist', 'uri': 'spotify:artist:13YmWQJFwgZrd4bf5IjMY4'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4xFUf1FHVy696Q1JQZMTRj'}, 'href': 'https://api.spotify.com/v1/artists/4xFUf1FHVy696Q1JQZMTRj', 'id': '4xFUf1FHVy696Q1JQZMTRj', 'name': 'Carrie Underwood', 'type': 'artist', 'uri': 'spotify:artist:4xFUf1FHVy696Q1JQZMTRj'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4ABua0yuWcpTotImEEJTaw'}, 'name': 'Remind Me', 'uri': 'spotify:track:4ABua0yuWcpTotImEEJTaw', 'genre': ['contemporary country', 'country', 'country road', 'modern country rock']}",True
2320,13743473,Lady GaGa,1,321,237973,The Edge Of Glory,The Edge Of Glory,1243749,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms'}, 'href': 'https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms', 'id': '1HY2Jd0NmPuamShAr6KMms', 'name': 'Lady Gaga', 'type': 'artist', 'uri': 'spotify:artist:1HY2Jd0NmPuamShAr6KMms'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0JNdS1n0ifOP25XvhwAMgM'}, 'name': 'The Edge Of Glory', 'uri': 'spotify:track:0JNdS1n0ifOP25XvhwAMgM', 'genre': ['dance pop', 'pop']}",True
2321,13768568,Dota,12,206,857425,Zum Glueck,Dota Live,1246002,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5d0JWgkxWm11J8QVYpiG94'}, 'href': 'https://api.spotify.com/v1/artists/5d0JWgkxWm11J8QVYpiG94', 'id': '5d0JWgkxWm11J8QVYpiG94', 'name': 'Digger Dance', 'type': 'artist', 'uri': 'spotify:artist:5d0JWgkxWm11J8QVYpiG94'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6GG4PvKwWFbWaJ3qaqddXW'}, 'name': 'Zum Glueck...', 'uri': 'spotify:track:6GG4PvKwWFbWaJ3qaqddXW', 'genre': ['hamburg hip hop']}",True
2322,13775572,Ozzy Osbourne,2,291,49984,Crazy Train (Remastered),Blizzard of Ozz (Expanded Edition),1246524,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ZLTlhejhndI4Rh53vYhrY'}, 'href': 'https://api.spotify.com/v1/artists/6ZLTlhejhndI4Rh53vYhrY', 'id': '6ZLTlhejhndI4Rh53vYhrY', 'name': 'Ozzy Osbourne', 'type': 'artist', 'uri': 'spotify:artist:6ZLTlhejhndI4Rh53vYhrY'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2b9lp5A6CqSzwOrBfAFhof'}, 'name': 'Crazy Train - Remastered', 'uri': 'spotify:track:2b9lp5A6CqSzwOrBfAFhof', 'genre': ['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock']}",True
2323,13779088,Nature Sounds,1,362,480733,Tranquil Forest Rain,Relaxing Rain,1246976,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Qs1EAnyqWLaNqk0wHS63M'}, 'href': 'https://api.spotify.com/v1/artists/3Qs1EAnyqWLaNqk0wHS63M', 'id': '3Qs1EAnyqWLaNqk0wHS63M', 'name': 'Rain Sound Studio', 'type': 'artist', 'uri': 'spotify:artist:3Qs1EAnyqWLaNqk0wHS63M'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6XFccQNAOe0tyAAr5WdNbd'}, 'name': 'Heavy Rain Outside', 'uri': 'spotify:track:6XFccQNAOe0tyAAr5WdNbd', 'genre': ['sleep']}",True
2324,13790191,Nelly,609,232,61,Hot In Herre,The Workout Mix - Beach Fit!,1247902,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/2gBjLmx6zQnFGQJCAQpRgw'}, 'href': 'https://api.spotify.com/v1/artists/2gBjLmx6zQnFGQJCAQpRgw', 'id': '2gBjLmx6zQnFGQJCAQpRgw', 'name': 'Nelly', 'type': 'artist', 'uri': 'spotify:artist:2gBjLmx6zQnFGQJCAQpRgw'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY'}, 'name': 'Hot In Herre', 'uri': 'spotify:track:04KTF78FFg8sOHC1BADqbY', 'genre': ['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']}",True
2325,13801137,Cannibal Corpse,3,218,111288,Stripped Raped and Strangled,Live Cannibalism,1248926,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yLwGBQiBqhXOvmTfH2A7n'}, 'href': 'https://api.spotify.com/v1/artists/0yLwGBQiBqhXOvmTfH2A7n', 'id': '0yLwGBQiBqhXOvmTfH2A7n', 'name': 'Cannibal Corpse', 'type': 'artist', 'uri': 'spotify:artist:0yLwGBQiBqhXOvmTfH2A7n'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1sWcWDgthOikmqaHdfTfW2'}, 'name': 'Stripped, Raped, And Strangled', 'uri': 'spotify:track:1sWcWDgthOikmqaHdfTfW2', 'genre': ['alternative metal', 'brutal death metal', 'buffalo ny metal', 'death metal', 'deathgrind', 'groove metal', 'metal', 'nu metal', 'speed metal', 'technical death metal']}",True
2326,13802813,Amon Amarth,1,248,111255,Twilight Of The Thunder God,Twilight Of The Thunder God,1249059,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3pulcT2wt7FEG10lQlqDJL'}, 'href': 'https://api.spotify.com/v1/artists/3pulcT2wt7FEG10lQlqDJL', 'id': '3pulcT2wt7FEG10lQlqDJL', 'name': 'Amon Amarth', 'type': 'artist', 'uri': 'spotify:artist:3pulcT2wt7FEG10lQlqDJL'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5u3l2TONYacJgmRPQVaF9y'}, 'name': 'Twilight Of The Thunder God', 'uri': 'spotify:track:5u3l2TONYacJgmRPQVaF9y', 'genre': ['alternative metal', 'groove metal', 'melodic death metal', 'metal', 'power metal', 'swedish death metal', 'swedish metal', 'viking metal']}",True
2327,13805791,Kate Bush,1,238,628,The Sensual World,The Sensual World,1249276,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1aSxMhuvixZ8h9dK9jIDwL'}, 'href': 'https://api.spotify.com/v1/artists/1aSxMhuvixZ8h9dK9jIDwL', 'id': '1aSxMhuvixZ8h9dK9jIDwL', 'name': 'Kate Bush', 'type': 'artist', 'uri': 'spotify:artist:1aSxMhuvixZ8h9dK9jIDwL'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4F6ihtOUcj1uLWdSkc1RzG'}, 'name': ""This Woman's Work"", 'uri': 'spotify:track:4F6ihtOUcj1uLWdSkc1RzG', 'genre': ['art pop', 'art rock', 'chamber psych', 'dance rock', 'folk-pop', 'new wave', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']}",True
2328,13808672,INXS,8,185,1399,Never Tear Us Apart,Kick,1249509,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1eClJfHLoDI4rZe5HxzBFv'}, 'href': 'https://api.spotify.com/v1/artists/1eClJfHLoDI4rZe5HxzBFv', 'id': '1eClJfHLoDI4rZe5HxzBFv', 'name': 'INXS', 'type': 'artist', 'uri': 'spotify:artist:1eClJfHLoDI4rZe5HxzBFv'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1qQSRy9DjrGh3jtsSCU6B1'}, 'name': 'Never Tear Us Apart', 'uri': 'spotify:track:1qQSRy9DjrGh3jtsSCU6B1', 'genre': ['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']}",True
2329,13808899,Marvin Gaye,3,229,27,Flyin' High (In The Friendly Sky),What's Going On - 40th Anniversary,1249519,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA'}, 'href': 'https://api.spotify.com/v1/artists/3koiLjNrgRTNbOwViDipeA', 'id': '3koiLjNrgRTNbOwViDipeA', 'name': 'Marvin Gaye', 'type': 'artist', 'uri': 'spotify:artist:3koiLjNrgRTNbOwViDipeA'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3ls1xfWOUYAiUtMdcGzXNu'}, 'name': ""Flyin' High (In The Friendly Sky)"", 'uri': 'spotify:track:3ls1xfWOUYAiUtMdcGzXNu', 'genre': ['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']}",True
2330,13835763,Foster The People,2,239,840758,Pumped up Kicks,Torches,1252021,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7gP3bB2nilZXLfPHJhMdvc'}, 'href': 'https://api.spotify.com/v1/artists/7gP3bB2nilZXLfPHJhMdvc', 'id': '7gP3bB2nilZXLfPHJhMdvc', 'name': 'Foster The People', 'type': 'artist', 'uri': 'spotify:artist:7gP3bB2nilZXLfPHJhMdvc'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT'}, 'name': 'Pumped Up Kicks', 'uri': 'spotify:track:7w87IxuO7BDcJ3YUqCyMTT', 'genre': ['indie pop', 'indie rock', 'modern rock', 'pop', 'rock']}",True
2331,13843650,Death Cab for Cutie,5,287,11809,You Are A Tourist,Codes and Keys,1252877,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0YrtvWJMgSdVrk3SfNjTbx'}, 'href': 'https://api.spotify.com/v1/artists/0YrtvWJMgSdVrk3SfNjTbx', 'id': '0YrtvWJMgSdVrk3SfNjTbx', 'name': 'Death Cab for Cutie', 'type': 'artist', 'uri': 'spotify:artist:0YrtvWJMgSdVrk3SfNjTbx'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/2bD1AW4yqiCurGCva6r88a'}, 'name': 'You Are A Tourist', 'uri': 'spotify:track:2bD1AW4yqiCurGCva6r88a', 'genre': ['folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'stomp and holler', 'washington indie']}",True
2332,13843688,The Oscar Peterson Trio,2,367,781,Falling In Love With Love,"Sunday Jazz Cafe, Vol. 1",1252884,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/69MEO1AADKg1IZrq2XLzo5'}, 'href': 'https://api.spotify.com/v1/artists/69MEO1AADKg1IZrq2XLzo5', 'id': '69MEO1AADKg1IZrq2XLzo5', 'name': 'UB40', 'type': 'artist', 'uri': 'spotify:artist:69MEO1AADKg1IZrq2XLzo5'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7ojJ4XvqBhBcteM0zjMebT'}, 'name': ""(I Can't Help) Falling In Love With You"", 'uri': 'spotify:track:7ojJ4XvqBhBcteM0zjMebT', 'genre': ['reggae fusion', 'uk reggae']}",True
2333,13876368,Electric Light Orchestra,12,243,411,All over the World,All Over The World: The Very Best Of ELO (The Original Studio Recordings),1255897,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/7dc6hUwyuIhrZdh80eaCEE'}, 'href': 'https://api.spotify.com/v1/artists/7dc6hUwyuIhrZdh80eaCEE', 'id': '7dc6hUwyuIhrZdh80eaCEE', 'name': 'Fedde Le Grand', 'type': 'artist', 'uri': 'spotify:artist:7dc6hUwyuIhrZdh80eaCEE'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0XS2z0E0ox7F4JHYKKR4wK'}, 'name': 'All Over The World', 'uri': 'spotify:track:0XS2z0E0ox7F4JHYKKR4wK', 'genre': ['big room', 'deep big room', 'disco house', 'dutch house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house']}",True
2334,13876372,Electric Light Orchestra,16,201,411,Xanadu (New Version),All Over The World: The Very Best Of ELO (The Original Studio Recordings),1255897,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5WFofzgRxpVNkpwg9XRSdg'}, 'href': 'https://api.spotify.com/v1/artists/5WFofzgRxpVNkpwg9XRSdg', 'id': '5WFofzgRxpVNkpwg9XRSdg', 'name': 'Falcom Sound Team jdk', 'type': 'artist', 'uri': 'spotify:artist:5WFofzgRxpVNkpwg9XRSdg'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/6ab8G8EvFurHRZvuIE8pPK'}, 'name': 'Invitation for the New World (PCM Version)', 'uri': 'spotify:track:6ab8G8EvFurHRZvuIE8pPK', 'genre': ['anime']}",True
2335,13879808,Lady GaGa,13,253,237973,Heavy Metal Lover,Born This Way,1256237,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms'}, 'href': 'https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms', 'id': '1HY2Jd0NmPuamShAr6KMms', 'name': 'Lady Gaga', 'type': 'artist', 'uri': 'spotify:artist:1HY2Jd0NmPuamShAr6KMms'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4D6MvQ3FnVrPkYhq5WsN6H'}, 'name': 'Heavy Metal Lover', 'uri': 'spotify:track:4D6MvQ3FnVrPkYhq5WsN6H', 'genre': ['dance pop', 'pop']}",True
2336,13905336,Cool Angel,2,419,885988,"In My Heart, In My Soul, In My Love",Rock'n'roll Music,1258348,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/5iCxLV7tMHPBf8GC9I2qmb'}, 'href': 'https://api.spotify.com/v1/artists/5iCxLV7tMHPBf8GC9I2qmb', 'id': '5iCxLV7tMHPBf8GC9I2qmb', 'name': 'Ladies of Soul', 'type': 'artist', 'uri': 'spotify:artist:5iCxLV7tMHPBf8GC9I2qmb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/56EYDRc4IlffrNZyE5vtOx'}, 'href': 'https://api.spotify.com/v1/artists/56EYDRc4IlffrNZyE5vtOx', 'id': '56EYDRc4IlffrNZyE5vtOx', 'name': 'Berget Lewis', 'type': 'artist', 'uri': 'spotify:artist:56EYDRc4IlffrNZyE5vtOx'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3J85lWF7GZWWWLyBPMMX7h'}, 'href': 'https://api.spotify.com/v1/artists/3J85lWF7GZWWWLyBPMMX7h', 'id': '3J85lWF7GZWWWLyBPMMX7h', 'name': 'Glennis Grace', 'type': 'artist', 'uri': 'spotify:artist:3J85lWF7GZWWWLyBPMMX7h'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1gdEZYmSkbreRam9wU3upg'}, 'href': 'https://api.spotify.com/v1/artists/1gdEZYmSkbreRam9wU3upg', 'id': '1gdEZYmSkbreRam9wU3upg', 'name': 'Edsilia Rombley', 'type': 'artist', 'uri': 'spotify:artist:1gdEZYmSkbreRam9wU3upg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/287jMoxHzjERgHI6ja8TKa'}, 'href': 'https://api.spotify.com/v1/artists/287jMoxHzjERgHI6ja8TKa', 'id': '287jMoxHzjERgHI6ja8TKa', 'name': 'Candy Dulfer', 'type': 'artist', 'uri': 'spotify:artist:287jMoxHzjERgHI6ja8TKa'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/4LRBZC2RLWqMAbztqvmNw3'}, 'name': ""Soul Medley (Heard It Through the Grapevine/Stand By Me/For Once In My Life/Hold On I'm Coming/Knock On Wood/Unchain My Heart/Do You Love Me)"", 'uri': 'spotify:track:4LRBZC2RLWqMAbztqvmNw3', 'genre': ['dutch pop']}",True
2337,13905748,Mukesh,2,229,55863,Suhana safar,Mukesh,1258391,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4etv0ut4ws0GbXBtolzf5e'}, 'href': 'https://api.spotify.com/v1/artists/4etv0ut4ws0GbXBtolzf5e', 'id': '4etv0ut4ws0GbXBtolzf5e', 'name': 'Mukesh', 'type': 'artist', 'uri': 'spotify:artist:4etv0ut4ws0GbXBtolzf5e'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3V7K8wMXBKaf936CUDr3Bt'}, 'name': 'Suhana Safar Aur Yeh Mausam', 'uri': 'spotify:track:3V7K8wMXBKaf936CUDr3Bt', 'genre': ['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'pakistani pop', 'sufi']}",True
2338,13905749,Mukesh,3,206,55863,Dil tadap tadap ke,Mukesh,1258391,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4etv0ut4ws0GbXBtolzf5e'}, 'href': 'https://api.spotify.com/v1/artists/4etv0ut4ws0GbXBtolzf5e', 'id': '4etv0ut4ws0GbXBtolzf5e', 'name': 'Mukesh', 'type': 'artist', 'uri': 'spotify:artist:4etv0ut4ws0GbXBtolzf5e'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/61JrslREXq98hurYL2hYoc'}, 'href': 'https://api.spotify.com/v1/artists/61JrslREXq98hurYL2hYoc', 'id': '61JrslREXq98hurYL2hYoc', 'name': 'Lata Mangeshkar', 'type': 'artist', 'uri': 'spotify:artist:61JrslREXq98hurYL2hYoc'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/3BhrEWJmIt4lgE5CHKc5cN'}, 'name': 'Dil Tadap Tadap Ke Kah Raha', 'uri': 'spotify:track:3BhrEWJmIt4lgE5CHKc5cN', 'genre': ['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'pakistani pop', 'sufi']}",True
2339,13905757,Mukesh,11,214,55863,Mera dil todne wale,Mukesh,1258391,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Ury0QIiBOlJmsdYUiCTfQ'}, 'href': 'https://api.spotify.com/v1/artists/0Ury0QIiBOlJmsdYUiCTfQ', 'id': '0Ury0QIiBOlJmsdYUiCTfQ', 'name': 'Shamshad Begum', 'type': 'artist', 'uri': 'spotify:artist:0Ury0QIiBOlJmsdYUiCTfQ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4etv0ut4ws0GbXBtolzf5e'}, 'href': 'https://api.spotify.com/v1/artists/4etv0ut4ws0GbXBtolzf5e', 'id': '4etv0ut4ws0GbXBtolzf5e', 'name': 'Mukesh', 'type': 'artist', 'uri': 'spotify:artist:4etv0ut4ws0GbXBtolzf5e'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7DHLiM4goUYZK4zgGoanUd'}, 'name': ""Mera Dil Todne Wale Mere Dil Ki Dua Lena (From ''Mela'')"", 'uri': 'spotify:track:7DHLiM4goUYZK4zgGoanUd', 'genre': ['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'sufi']}",True
2340,13911940,Rhapsody of Fire,1,88,364269,Ad Infinitum,From Chaos To Eternity,1258982,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3faZppLa0MVUYBlyp7zDAo'}, 'href': 'https://api.spotify.com/v1/artists/3faZppLa0MVUYBlyp7zDAo', 'id': '3faZppLa0MVUYBlyp7zDAo', 'name': 'Telekinesis', 'type': 'artist', 'uri': 'spotify:artist:3faZppLa0MVUYBlyp7zDAo'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/40829n6EcoZcGp2qKXdofS'}, 'name': 'Falling (In Dreams)', 'uri': 'spotify:track:40829n6EcoZcGp2qKXdofS', 'genre': ['indie pop', 'seattle indie', 'stomp and holler']}",True
2341,13917688,Kid Loco,5,332,21447,I'm a Hero,Confessions of a Belladonna Eater,1259605,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/4sTFGCigAQIUiEy8wSSQNF'}, 'href': 'https://api.spotify.com/v1/artists/4sTFGCigAQIUiEy8wSSQNF', 'id': '4sTFGCigAQIUiEy8wSSQNF', 'name': 'Granger Smith', 'type': 'artist', 'uri': 'spotify:artist:4sTFGCigAQIUiEy8wSSQNF'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5XCNfmbhx5vmlX7yCh2R86'}, 'name': ""I'm a Fan"", 'uri': 'spotify:track:5XCNfmbhx5vmlX7yCh2R86', 'genre': ['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'outlaw country', 'red dirt', 'redneck', 'texas country']}",True
2342,13919570,Lordi,417,181,3872,Hard Rock Hallelujah (Eurovicious Radio Edit),Pure... Hard Rock,1258899,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/14SgKNlOCKAI0PfRD1HnWh'}, 'href': 'https://api.spotify.com/v1/artists/14SgKNlOCKAI0PfRD1HnWh', 'id': '14SgKNlOCKAI0PfRD1HnWh', 'name': 'Lordi', 'type': 'artist', 'uri': 'spotify:artist:14SgKNlOCKAI0PfRD1HnWh'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0YbGwvrS8Mp1BrdsF33fFH'}, 'name': 'Hard Rock Hallelujah - Eurovicious Radio Edit', 'uri': 'spotify:track:0YbGwvrS8Mp1BrdsF33fFH', 'genre': ['finnish metal', 'metal', 'power metal', 'progressive metal']}",True
2343,13919699,Franco De Vita,1,347,88406,Dónde Está El Amor (Album Version),Franco De Vita En Primera Fila,1258872,,True
2344,13919718,Franco De Vita,13,234,88406,Un Buen Perdedor (Album Version),Franco De Vita En Primera Fila,1258872,,True
2345,13919722,Franco De Vita,16,219,88406,Te Amo (Album Version),Franco De Vita En Primera Fila,1258872,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0XdpW9SH6MVdZ4ol7umZ1Y'}, 'href': 'https://api.spotify.com/v1/artists/0XdpW9SH6MVdZ4ol7umZ1Y', 'id': '0XdpW9SH6MVdZ4ol7umZ1Y', 'name': 'Don Dinero', 'type': 'artist', 'uri': 'spotify:artist:0XdpW9SH6MVdZ4ol7umZ1Y'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1vLGwnX88uXXkrSSv2N1Pw'}, 'name': 'Yo Te Amo - Album Version (Edited)', 'uri': 'spotify:track:1vLGwnX88uXXkrSSv2N1Pw', 'genre': ['latin hip hop']}",True
2346,13919726,Franco De Vita,18,356,88406,No Basta (Album Version),Franco De Vita En Primera Fila,1258872,,True
2347,13922647,Iron Maiden,12,470,1252,Fear Of The Dark (Live '01),From Fear To Eternity,1259855,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao'}, 'href': 'https://api.spotify.com/v1/artists/6mdiAmATAx73kdxrNrnlao', 'id': '6mdiAmATAx73kdxrNrnlao', 'name': 'Iron Maiden', 'type': 'artist', 'uri': 'spotify:artist:6mdiAmATAx73kdxrNrnlao'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/0J7o1NixPUlfzOo1ZHzHF7'}, 'name': ""Fear of the Dark - Live '01"", 'uri': 'spotify:track:0J7o1NixPUlfzOo1ZHzHF7', 'genre': ['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']}",True
2348,13932921,New Order,8,450,4737,Blue Monday (2011 Total Version),TOTAL,1260965,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0yNLKJebCb8Aueb54LYya3'}, 'href': 'https://api.spotify.com/v1/artists/0yNLKJebCb8Aueb54LYya3', 'id': '0yNLKJebCb8Aueb54LYya3', 'name': 'New Order', 'type': 'artist', 'uri': 'spotify:artist:0yNLKJebCb8Aueb54LYya3'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/5rvY5aFTSvQAo2VNUR1Fxy'}, 'name': 'Blue Monday - 2011 Total Version', 'uri': 'spotify:track:5rvY5aFTSvQAo2VNUR1Fxy', 'genre': ['alternative rock', 'art rock', 'britpop', 'dance rock', 'electronic', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']}",True
2349,13933757,Sniff 'n' The Tears,39,232,268011,Driver's Seat,Old Grey Whistle Test 40th Anniversary,1261041,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3EPScT793Qw5hkf8tvVpRV'}, 'href': 'https://api.spotify.com/v1/artists/3EPScT793Qw5hkf8tvVpRV', 'id': '3EPScT793Qw5hkf8tvVpRV', 'name': ""Sniff 'n' The Tears"", 'type': 'artist', 'uri': 'spotify:artist:3EPScT793Qw5hkf8tvVpRV'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/1VcGNJxvkYzNVQdIH3sRNf'}, 'name': ""Driver's Seat"", 'uri': 'spotify:track:1VcGNJxvkYzNVQdIH3sRNf', 'genre': ['classic uk pop']}",True
2350,13938654,Mojo Mayne,3,221,1005077,Guns n Roses,Street Voodoo,1261610,"{'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC'}, 'href': 'https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC', 'id': '3qm84nBOXUEQ2vnTfUTTFC', 'name': ""Guns N' Roses"", 'type': 'artist', 'uri': 'spotify:artist:3qm84nBOXUEQ2vnTfUTTFC'}], 'external_urls': {'spotify': 'https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW'}, 'name': ""Sweet Child O' Mine"", 'uri': 'spotify:track:7snQQk1zcKl8gZ92AnueZW', 'genre': ['glam metal', 'hard rock', 'rock']}",True
